-1.29 , 7.9
-1.29 , 7.95
-1.29 , 8.0
-1.29 , 8.05
-1.3 , 8.1
-1.3 , 8.150001
-1.3 , 8.2
-1.3 , 8.25
-1.3 , 8.3
-1.29 , 8.35
-1.28 , 8.400001
-1.29 , 8.45
-1.29 , 8.5
-1.29 , 8.55
-1.3 , 8.6
-1.31 , 8.650001
-1.3 , 8.7
-1.3 , 8.75
-1.3 , 8.8
-1.31 , 8.85
-1.31 , 8.900001
-1.32 , 8.95
-1.32 , 9.0
-1.32 , 9.05
-1.32 , 9.1
-1.31 , 9.150001
-1.31 , 9.2
-1.32 , 9.25
-1.32 , 9.3
-1.32 , 9.35
-1.32 , 9.400001
-1.32 , 9.45
-1.33 , 9.5
-1.34 , 9.55
-1.34 , 9.6
-1.33 , 9.650001
-1.33 , 9.7
-1.33 , 9.75
-1.33 , 9.8
-1.34 , 9.85
-1.33 , 9.900001
-1.34 , 9.95
-1.34 , 10.0
-1.32 , 10.05
-1.33 , 10.1
-1.32 , 10.15
-1.33 , 10.2
-1.32 , 10.25
-1.33 , 10.3
-1.33 , 10.35
-1.33 , 10.4
-1.34 , 10.45
-1.34 , 10.5
-1.33 , 10.55
-1.34 , 10.6
-1.35 , 10.65
-1.35 , 10.7
-1.36 , 10.75
-1.36 , 10.8
-1.36 , 10.85
-1.36 , 10.9
-1.36 , 10.95
-1.35 , 11.0
-1.35 , 11.05
-1.35 , 11.1
-1.35 , 11.15
-1.35 , 11.2
-1.35 , 11.25
-1.35 , 11.3
-1.36 , 11.35
-1.36 , 11.4
-1.36 , 11.45
-1.35 , 11.5
-1.35 , 11.55
-1.34 , 11.6
-1.34 , 11.65
-1.35 , 11.7
-1.35 , 11.75
-1.34 , 11.8
-1.34 , 11.85
-1.34 , 11.9
-1.34 , 11.95
-1.35 , 12.0
-1.35 , 12.05
-1.36 , 12.1
-1.35 , 12.15
-1.37 , 12.2
-1.36 , 12.25
-1.37 , 12.3
-1.37 , 12.35
-1.37 , 12.4
-1.38 , 12.45
-1.38 , 12.5
-1.38 , 12.55
-1.39 , 12.6
-1.39 , 12.65
-1.38 , 12.7
-1.38 , 12.75
-1.37 , 12.8
-1.37 , 12.85
-1.37 , 12.9
-1.37 , 12.95
-1.37 , 13.0
-1.36 , 13.05
-1.35 , 13.1
-1.34 , 13.15
-1.35 , 13.2
-1.34 , 13.25
-1.35 , 13.3
-1.34 , 13.35
-1.34 , 13.4
-1.33 , 13.45
-1.34 , 13.5
-1.34 , 13.55
-1.35 , 13.6
-1.35 , 13.65
-1.35 , 13.7
-1.34 , 13.75
-1.34 , 13.8
-1.34 , 13.85
-1.33 , 13.9
-1.34 , 13.95
-1.34 , 14.0
-1.34 , 14.05
-1.35 , 14.1
-1.35 , 14.15
-1.35 , 14.2
-1.35 , 14.25
-1.35 , 14.3
-1.34 , 14.35
-1.33 , 14.4
-1.34 , 14.45
-1.34 , 14.5
-1.34 , 14.55
-1.34 , 14.6
-1.34 , 14.65
-1.34 , 14.7
-1.34 , 14.75
-1.35 , 14.8
-1.35 , 14.85
-1.34 , 14.9
-1.33 , 14.95
-1.33 , 15.0
-1.33 , 15.05
-1.34 , 15.1
-1.34 , 15.15
-1.34 , 15.2
-1.35 , 15.25
-1.35 , 15.3
-1.35 , 15.35
-1.34 , 15.4
-1.35 , 15.45
-1.36 , 15.5
-1.36 , 15.55
-1.36 , 15.6
-1.35 , 15.65
-1.36 , 15.7
-1.36 , 15.75
-1.36 , 15.8
-1.36 , 15.85
-1.36 , 15.9
-1.35 , 15.95
-1.35 , 16.0
-1.35 , 16.05
-1.34 , 16.1
-1.32 , 16.15
-1.32 , 16.2
-1.32 , 16.25
-1.33 , 16.3
-1.32 , 16.35
-1.32 , 16.4
-1.32 , 16.45
-1.32 , 16.5
-1.32 , 16.55
-1.33 , 16.6
-1.33 , 16.65
-1.32 , 16.7
-1.32 , 16.75
-1.32 , 16.8
-1.31 , 16.85
-1.31 , 16.9
-1.31 , 16.95
-1.31 , 17.0
-1.31 , 17.05
-1.31 , 17.1
-1.32 , 17.15
-1.33 , 17.2
-1.34 , 17.25
-1.34 , 17.3
-1.34 , 17.35
-1.34 , 17.4
-1.33 , 17.45
-1.33 , 17.5
-1.32 , 17.55
-1.32 , 17.6
-1.31 , 17.65
-1.31 , 17.7
-1.32 , 17.75
-1.32 , 17.8
-1.3 , 17.85
-1.31 , 17.9
-1.3 , 17.95
-1.29 , 18.0
-1.3 , 18.05
-1.3 , 18.1
-1.3 , 18.15
-1.31 , 18.2
-1.32 , 18.25
-1.32 , 18.3
-1.32 , 18.35
-1.32 , 18.4
-1.32 , 18.45
-1.33 , 18.5
-1.33 , 18.55
-1.33 , 18.6
-1.33 , 18.65
-1.34 , 18.7
-1.34 , 18.75
-1.33 , 18.8
-1.33 , 18.85
-1.34 , 18.9
-1.35 , 18.95
-1.36 , 19.0
-1.36 , 19.05
-1.36 , 19.1
-1.36 , 19.15
-1.36 , 19.2
-1.36 , 19.25
-1.37 , 19.3
-1.36 , 19.35
-1.36 , 19.4
-1.37 , 19.45
-1.38 , 19.5
-1.37 , 19.55
-1.36 , 19.6
-1.36 , 19.65
-1.37 , 19.7
-1.36 , 19.75
-1.35 , 19.8
-1.35 , 19.85
-1.34 , 19.9
-1.35 , 19.95
-1.35 , 20.0
-1.35 , 20.05
-1.36 , 20.1
-1.36 , 20.15
-1.36 , 20.2
-1.37 , 20.25
-1.37 , 20.3
-1.37 , 20.35
-1.38 , 20.4
-1.37 , 20.45
-1.36 , 20.5
-1.36 , 20.55
-1.36 , 20.6
-1.36 , 20.65
-1.38 , 20.7
-1.38 , 20.75
-1.38 , 20.8
-1.38 , 20.85
-1.39 , 20.9
-1.39 , 20.95
-1.39 , 21.0
-1.39 , 21.05
-1.4 , 21.1
-1.4 , 21.15
-1.4 , 21.2
-1.39 , 21.25
-1.39 , 21.3
-1.39 , 21.35
-1.38 , 21.4
-1.39 , 21.45
-1.38 , 21.5
-1.38 , 21.55
-1.38 , 21.6
-1.39 , 21.65
-1.38 , 21.7
-1.39 , 21.75
-1.39 , 21.8
-1.39 , 21.85
-1.38 , 21.9
-1.4 , 21.95
-1.4 , 22.0
-1.39 , 22.05
-1.4 , 22.1
-1.39 , 22.15
-1.39 , 22.2
-1.39 , 22.25
-1.39 , 22.3
-1.39 , 22.35
-1.39 , 22.4
-1.39 , 22.45
-1.39 , 22.5
-1.39 , 22.55
-1.4 , 22.6
-1.4 , 22.65
-1.38 , 22.7
-1.39 , 22.75
-1.4 , 22.8
-1.4 , 22.85
-1.41 , 22.9
-1.4 , 22.95
-1.4 , 23.0
-1.41 , 23.05
-1.41 , 23.1
-1.41 , 23.15
-1.41 , 23.2
-1.4 , 23.25
-1.41 , 23.3
-1.41 , 23.35
-1.41 , 23.4
-1.42 , 23.45
-1.42 , 23.5
-1.42 , 23.55
-1.42 , 23.6
-1.42 , 23.65
-1.42 , 23.7
-1.42 , 23.75
-1.42 , 23.8
-1.42 , 23.85
-1.41 , 23.9
-1.41 , 23.95
-1.41 , 24.0
-1.4 , 24.05
-1.39 , 24.1
-1.39 , 24.15
-1.39 , 24.2
-1.4 , 24.25
-1.4 , 24.3
-1.4 , 24.35
-1.41 , 24.4
-1.41 , 24.45
-1.41 , 24.5
-1.4 , 24.55
-1.39 , 24.6
-1.39 , 24.65
-1.39 , 24.7
-1.39 , 24.75
-1.39 , 24.8
-1.39 , 24.85
-1.39 , 24.9
-1.39 , 24.95
-1.39 , 25.0
-1.39 , 25.05
-1.39 , 25.1
-1.39 , 25.15
-1.39 , 25.2
-1.39 , 25.25
-1.39 , 25.3
-1.39 , 25.35
-1.39 , 25.4
-1.39 , 25.45
-1.39 , 25.5
-1.4 , 25.55
-1.4 , 25.6
-1.39 , 25.65
-1.39 , 25.7
-1.39 , 25.75
-1.4 , 25.8
-1.39 , 25.85
-1.39 , 25.9
-1.39 , 25.95
-1.39 , 26.0
-1.4 , 26.05
-1.39 , 26.1
-1.39 , 26.15
-1.39 , 26.2
-1.4 , 26.25
-1.41 , 26.3
-1.41 , 26.35
-1.41 , 26.4
-1.4 , 26.45
-1.4 , 26.5
-1.4 , 26.55
-1.4 , 26.6
-1.4 , 26.65
-1.39 , 26.7
-1.39 , 26.75
-1.4 , 26.8
-1.4 , 26.85
-1.41 , 26.9
-1.41 , 26.95
-1.4 , 27.0
-1.4 , 27.05
-1.4 , 27.1
-1.4 , 27.15
